Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotPorch,HouseRate_Cond_and_Material,Age_of_House
212,20,RL,83.0,10420,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,GasA,Ex,Y,SBrkr,0,0,1212,0,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,100,22,0,0,0,0,0,3,2010,WD,Normal,186000,22,Above Average,1
213,60,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,GasA,Ex,Y,SBrkr,920,0,1852,1,0,2,1,3,1,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,168,108,0,0,0,0,0,7,2009,New,Partial,252678,108,Above Average,0
214,20,RL,43.0,13568,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,0,274,990,GasA,Ex,Y,SBrkr,0,0,990,0,1,1,0,3,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,224,0,0,0,0,0,0,7,2006,WD,Normal,156000,0,Average,11
215,60,RL,,10900,Pave,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,311,689,GasA,Ex,Y,SBrkr,703,0,1392,0,0,1,1,3,1,TA,Typ,0,,Attchd,Fin,1,TA,TA,Y,0,36,0,0,0,0,450,3,2010,WD,Normal,161750,36,Good,33
216,20,RL,72.0,10011,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,GasA,TA,Y,SBrkr,0,0,1236,0,1,1,0,2,1,Gd,Min1,1,Fa,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,134450,0,Above Average,49
217,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,GasA,Ex,Y,SBrkr,0,0,1436,1,0,2,0,3,1,Gd,Typ,0,,Attchd,Unf,2,TA,TA,Y,139,98,0,0,0,0,0,4,2008,WD,Normal,210000,98,Above Average,4
218,70,RM,57.0,9906,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,686,GasA,Fa,N,SBrkr,518,0,1328,0,0,1,0,3,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,172,60,0,0,0,0,9,2006,WD,Family,107000,232,Below Average,81
219,50,RL,,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,0,457,798,GasA,Ex,Y,SBrkr,817,0,1954,0,1,1,1,3,1,Gd,Typ,2,TA,Attchd,Unf,2,TA,TA,Y,0,119,150,0,0,0,0,5,2008,WD,Normal,311500,269,Very Good,69
220,120,RL,43.0,3010,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,GasA,Ex,Y,SBrkr,0,0,1248,0,0,2,0,2,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,108,0,0,0,0,0,0,3,2006,New,Partial,167240,0,Above Average,1
221,20,RL,73.0,8990,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,0,0,1498,0,0,2,0,2,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,351,33,0,0,0,0,0,4,2006,New,Partial,204900,33,Above Average,0
222,60,RL,,8068,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,GasA,Ex,Y,SBrkr,1257,0,2267,0,0,2,1,4,1,Gd,Typ,1,TA,BuiltIn,RFn,2,TA,TA,Y,120,46,0,0,0,0,0,12,2009,ConLI,Normal,200000,46,Above Average,7
223,60,RL,85.0,11475,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,GasA,TA,Y,SBrkr,741,0,1552,1,0,2,1,3,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,209,208,0,0,0,0,0,2,2006,WD,Normal,179900,208,Above Average,31
224,20,RL,70.0,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,864,GasA,Gd,Y,SBrkr,0,0,864,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,216,0,0,0,0,0,0,3,2009,WD,Abnorml,97000,0,Average,38
225,20,RL,103.0,13472,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,GasA,Ex,Y,SBrkr,0,0,2392,0,0,2,0,3,1,Ex,Typ,1,Ex,Attchd,Fin,3,TA,TA,Y,248,105,0,0,0,0,0,6,2009,WD,Normal,386250,105,Very Good,6
226,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,672,0,1302,0,0,2,1,3,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,5,2009,COD,Abnorml,112000,0,Average,38
227,60,RL,82.0,9950,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,1203,GasA,Ex,Y,SBrkr,1306,0,2520,0,0,2,1,4,1,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,224,114,0,0,0,0,0,6,2007,WD,Abnorml,290000,114,Above Average,12
228,160,RM,21.0,1869,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,GasA,TA,Y,SBrkr,504,0,987,0,0,1,1,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,106000,0,Above Average,38
229,20,RL,70.0,8521,Pave,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,0,70,912,GasA,TA,Y,SBrkr,0,0,912,0,0,1,0,3,1,TA,Typ,1,Fa,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,125000,0,Average,43
230,120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,GasA,Ex,Y,SBrkr,0,0,1555,0,0,2,0,2,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,143,20,0,0,0,0,0,5,2009,WD,Normal,192500,20,Above Average,4
231,20,RL,73.0,8760,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,1194,GasA,TA,Y,SBrkr,0,0,1194,1,0,1,0,3,1,TA,Typ,0,,Attchd,RFn,1,TA,TA,Y,0,0,120,0,0,0,0,4,2010,WD,Normal,148000,120,Above Average,51
232,60,RL,174.0,15138,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,GasA,Ex,Y,SBrkr,1304,0,2794,1,0,2,1,4,1,Ex,Typ,1,TA,Attchd,Fin,3,TA,TA,Y,0,146,202,0,0,0,0,7,2009,WD,Normal,403000,348,Good,14
233,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,483,483,GasA,TA,Y,SBrkr,504,0,987,0,0,1,1,2,1,TA,Typ,1,Po,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,94500,0,Above Average,34
234,20,RL,75.0,10650,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,894,GasA,TA,Y,SBrkr,0,0,894,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,365,0,0,0,0,0,0,2,2010,WD,Normal,128200,0,Above Average,34
235,60,RL,,7851,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,625,Unf,0,235,860,GasA,Ex,Y,SBrkr,1100,0,1960,1,0,2,1,4,1,Gd,Typ,2,TA,BuiltIn,Fin,2,TA,TA,Y,288,48,0,0,0,0,0,5,2010,WD,Normal,216500,48,Above Average,8
236,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,0,125,483,GasA,TA,Y,SBrkr,504,0,987,0,0,1,1,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,89500,0,Average,37
237,20,RL,65.0,8773,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,1414,GasA,Ex,Y,SBrkr,0,0,1414,0,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,132,105,0,0,0,0,0,5,2010,WD,Normal,185500,105,Above Average,6
238,60,RL,,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,GasA,Ex,Y,SBrkr,730,0,1744,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,370,70,0,238,0,0,0,2,2010,WD,Normal,194500,308,Good,17
239,20,RL,93.0,12030,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1694,1694,GasA,Ex,Y,SBrkr,0,0,1694,0,0,2,0,3,1,Gd,Typ,0,,Attchd,Fin,3,TA,TA,Y,168,228,0,0,0,0,0,12,2007,New,Partial,318000,228,Good,0
240,50,RL,52.0,8741,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,735,GasA,TA,Y,FuseA,689,0,1487,0,0,1,1,3,1,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,0,140,0,0,0,0,0,4,2010,WD,Normal,113000,140,Average,65
241,20,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,GasA,Ex,Y,SBrkr,0,0,1566,1,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,144,168,0,0,0,0,0,4,2010,WD,Normal,262500,168,Good,2
242,30,RM,40.0,3880,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,329,Unf,0,357,686,GasA,Gd,Y,SBrkr,0,0,866,0,0,1,0,2,1,Gd,Typ,0,,,,0,,,Y,58,42,0,0,0,0,0,8,2007,WD,Normal,110500,42,Good,62
243,50,RM,63.0,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,540,540,GasA,Gd,N,FuseA,551,0,1440,0,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,1,Fa,TA,Y,0,0,77,0,0,0,0,4,2006,WD,Normal,79000,77,Average,106
244,160,RL,75.0,10762,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,626,626,GasA,TA,Y,SBrkr,591,0,1217,0,0,1,1,3,1,TA,Typ,1,TA,Attchd,RFn,1,TA,TA,Y,0,28,0,0,0,0,0,4,2009,WD,Normal,120000,28,Above Average,29
245,60,RL,,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,GasA,Ex,Y,SBrkr,888,0,2110,1,0,2,1,3,1,Gd,Typ,2,Fa,Attchd,RFn,2,TA,TA,Y,0,130,0,0,0,0,0,5,2010,WD,Normal,205000,130,Above Average,16
246,20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,1845,GasA,Gd,Y,SBrkr,0,0,1872,0,1,2,0,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,197,39,0,0,0,0,0,6,2006,WD,Normal,241500,39,Above Average,18
247,190,RM,69.0,9142,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,0,1020,1020,GasA,Gd,N,FuseP,1020,0,1928,0,0,2,0,4,2,Fa,Typ,0,,Detchd,Unf,1,Po,Po,Y,0,60,112,0,0,0,0,4,2006,WD,Normal,137000,172,Good,96
248,20,RL,75.0,11310,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1367,1367,GasA,Ex,Y,SBrkr,0,0,1375,0,0,1,0,2,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,30,0,0,0,0,0,6,2006,WD,Normal,140000,30,Above Average,52
249,60,RL,72.0,11317,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,828,0,1668,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,144,68,0,0,0,0,0,9,2007,WD,Normal,180000,68,Above Average,4
250,50,RL,,159000,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,0,747,1444,GasA,Gd,Y,SBrkr,700,0,2144,0,1,2,0,4,1,Gd,Typ,2,TA,Attchd,Fin,2,TA,TA,Y,0,98,0,0,0,0,500,6,2007,WD,Normal,277000,98,Good,49
251,30,RL,55.0,5350,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,0,0,1306,0,0,1,0,3,1,Fa,Mod,0,,,,0,,,Y,263,0,0,0,0,0,450,5,2010,WD,Normal,76500,0,Fair,70
252,120,RM,44.0,4750,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,GasA,Ex,Y,SBrkr,0,0,1625,1,1,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,123,0,0,0,153,0,0,12,2007,WD,Family,235000,153,Good,1
253,60,RL,65.0,8366,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,Y,SBrkr,842,0,1640,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,138,45,0,0,0,0,0,12,2008,WD,Normal,173000,45,Above Average,4
254,80,RL,85.0,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,GasA,Ex,Y,SBrkr,0,0,1302,0,1,2,0,3,1,Gd,Min1,0,,Attchd,RFn,1,TA,TA,Y,333,0,0,0,0,0,0,10,2007,CWD,Normal,158000,0,Good,43
255,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922,Unf,0,392,1314,GasA,TA,Y,SBrkr,0,0,1314,1,0,1,0,3,1,TA,Typ,0,,Attchd,RFn,1,TA,TA,Y,250,0,0,0,0,0,0,6,2010,WD,Normal,145000,0,Above Average,53
256,60,RL,66.0,8738,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,975,975,GasA,Ex,Y,SBrkr,1286,0,2291,0,0,2,1,4,1,Gd,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,192,0,0,0,0,0,0,2,2006,WD,Normal,230000,0,Above Average,7
257,60,FV,64.0,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503,Unf,0,361,864,GasA,Ex,Y,SBrkr,864,0,1728,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,216,56,0,0,0,0,0,5,2008,WD,Normal,207500,56,Above Average,5
258,20,RL,68.0,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1334,Unf,0,270,1604,GasA,Ex,Y,SBrkr,0,0,1604,1,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,123,110,0,0,0,0,0,3,2009,WD,Abnorml,220000,110,Above Average,3
259,60,RL,80.0,12435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,361,Unf,0,602,963,GasA,Ex,Y,SBrkr,829,0,1792,0,0,2,1,3,1,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,96,0,245,0,0,0,5,2008,WD,Normal,231500,341,Above Average,7
260,20,RM,70.0,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,PConc,,,,,0,,0,0,0,GasA,Gd,Y,FuseA,0,0,882,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,45,0,0,0,0,0,12,2008,WD,Normal,97000,45,Average,52
261,80,RL,120.0,19296,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,672,ALQ,690,0,1362,GasA,TA,Y,SBrkr,0,0,1382,1,0,1,0,3,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,0,252,0,0,0,0,5,2009,WD,Normal,176000,252,Above Average,47
262,60,RL,69.0,9588,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1482,1482,GasA,Ex,Y,SBrkr,1092,0,2574,0,0,2,1,3,1,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,0,148,0,0,0,0,0,11,2007,New,Partial,276000,148,Good,0
263,80,RL,88.0,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,506,Unf,0,0,506,GasA,TA,Y,SBrkr,0,0,1212,1,0,1,0,3,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,292,12,0,0,0,0,0,7,2006,WD,Normal,151000,12,Good,29
264,50,RM,50.0,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,234,ALQ,692,0,926,GasA,TA,Y,SBrkr,0,390,1316,1,0,1,0,3,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,130000,0,Above Average,81
265,30,RM,30.0,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,680,680,GasA,Gd,N,FuseP,0,0,764,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,N,0,0,0,0,0,0,0,6,2008,WD,Normal,73000,0,Average,83
266,20,RL,78.0,12090,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,588,LwQ,228,606,1422,GasA,TA,Y,SBrkr,0,0,1422,0,0,2,0,3,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,276,0,0,0,0,0,0,6,2008,WD,Normal,175500,0,Above Average,27
